Date,Open,High,Low,Close,Adj Close,Volume
2005-08-01,2000.790039,2002.010010,1981.459961,1982.930054,1982.420288,0
2005-08-02,1987.420044,1989.239990,1978.000000,1985.089966,1984.579590,0
2005-08-03,1983.420044,1988.140015,1978.770020,1988.140015,1987.628906,0
2005-08-04,1985.420044,1985.420044,1969.130005,1978.000000,1977.491455,0
2005-08-05,1979.550049,1981.689941,1972.410034,1975.599976,1975.092041,0
2005-08-08,1977.260010,1984.010010,1970.939941,1974.829956,1974.322266,0
2005-08-09,1979.939941,1993.310059,1979.939941,1990.000000,1989.488403,0
2005-08-10,1991.410034,2010.410034,1987.890015,2010.410034,2009.893188,0
2005-08-11,2007.589966,2024.329956,2003.729980,2023.699951,2023.179688,0
2005-08-12,2026.290039,2049.649902,2026.290039,2038.099976,2037.576050,0
2005-08-15,2039.140015,2039.140015,2002.939941,2005.989990,2005.474243,0
2005-08-16,2005.989990,2005.989990,1986.569946,1993.579956,1993.067505,0
2005-08-17,1991.859985,1993.449951,1979.540039,1985.099976,1984.589600,0
2005-08-18,1983.760010,1987.680054,1976.969971,1979.119995,1978.611206,0
2005-08-19,1975.630005,1976.119995,1961.270020,1966.329956,1965.824463,0
2005-08-22,1968.699951,1968.699951,1949.780029,1963.369995,1962.865234,0
2005-08-23,1960.949951,1960.949951,1942.319946,1943.760010,1943.260376,0
2005-08-24,1938.859985,1938.859985,1915.260010,1924.150024,1923.655396,0
2005-08-25,1924.150024,1928.260010,1921.979980,1925.680054,1925.185059,0
2005-08-26,1925.680054,1937.339966,1924.650024,1934.560059,1934.062744,0
2005-08-29,1934.560059,1934.560059,1934.560059,1934.560059,1934.062744,0
2005-08-30,1930.079956,1951.790039,1929.079956,1951.630005,1951.128296,0
2005-08-31,1951.229980,1951.229980,1931.339966,1936.900024,1936.402100,0
2005-09-01,1937.079956,1947.099976,1935.920044,1941.410034,1940.910889,0
2005-09-02,1941.530029,1946.380005,1940.130005,1946.380005,1945.879639,0
